,date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,company,review_title_None,cons_use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal,pros_None,advice_to_mgmt_mandating disability leave force employee workplace illegal mandating disability leave force employee workplace illegal
1112,Tue May 12 2020, Director,"Saint Louis, MO",Former Employee ,,0,,mixed messages lack timely forward moving decisions advice management diversify people products perspectives peabody response june 18 2020 –,diversify people products perspectives peabody response june 18 2020 –,3.0,3.0,3.0,3.0,5.0,2.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Peabody Energy,0.0,-0.3182,0.0,0.0
1113,Fri Apr 15 2016, Logistics Specialist/Scheduling & Distribution Manager,"Saint Louis, MO",Former Employee ,,0,,not diversify enough plan industry downturn advice management i'm not,,4.0,5.0,5.0,4.0,4.0,5.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Peabody Energy,0.0,0.0,0.0,0.0
1114,Mon Feb 15 2016,,, ,,0,,phase coal u energy equation combined near asian economic collapse driving turn asian steel markets peabody,,2.0,2.0,2.0,2.0,2.0,3.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,Peabody Energy,0.0,-0.2732,0.0,0.0
1115,Tue Nov 27 2018, Professional,South Brisbane,Former Employee ,,0,,opportunities come even competition fierce diversity problem executive level almost entirely male,progression opportunities secondments projects reorganisation roles departments implement strong diversity initiatives genuinely allow promote flexible work employees,4.0,2.0,5.0,2.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Peabody Energy,0.0,-0.0258,0.0,0.8834
1116,Sun Jul 28 2019, Person In Charge of Store (PIC),,Current Employee ,,0,,manager workers comp fired girl store manager sexist hires guys assistant manager gets treated like nothing blamed,,1.0,3.0,1.0,1.0,1.0,3.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,SpartanNash,0.0,0.1164,0.0,0.0
1117,Wed Feb 21 2018, Sales Associate,"Byron Center, MI",Current Employee ,,6,,sexist men leading company coupled sad examples leadership among,,1.0,2.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,SpartanNash,0.0,-0.4767,0.0,0.0
1118,Sat Apr 14 2018, IT Employee,"Boston, MA",Former Employee ,,15,,home even inclement weather conditions also pay not good paternity leaves maternity leave outdated company inclement weather conditions also pay not good paternity leaves maternity leave outdated company old school,,1.0,5.0,2.0,1.0,3.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,Boston Properties,0.0,-0.7195,0.0,0.0
1119,Wed Aug 27 2014, Customer Service Representative,"Boston, MA",Former Employee ,,0,laid back day great orientation process training felt well equipped job,,,4.0,4.0,3.0,3.0,4.0,,Recommends,,No opinion of CEO,Boston Properties,0.0,0.0,0.7351,0.0
1120,Wed Jul 07 2010,,"Boston, MA"," in Boston, MA",,1,,care employees' work personal life balance still seems like old mans club maternity leave bare minimum senior executives male etc not ton,,3.0,4.0,3.0,4.5,4.0,,No opinion of CEO,,,Boston Properties,0.0,0.6705,0.0,0.0
1121,Mon Jan 04 2021, Accounting,"Sandy Springs, Fulton, GA",Former Employee ,,2,,work take previous company actively engaged diversity team building events don't expect ice proper onboarding,,2.0,2.0,1.0,5.0,2.0,5.0,Doesn't Recommend,Positive Outlook,Approves of CEO,Intercontinental Exchange,0.0,0.6124,0.0,0.0
1122,Wed Sep 16 2020, Legal,"Atlanta, GA",Former Employee ,,4,,position managers allowed verbally abusive bullying social injustice diversity not agenda advice management ice needs,ice needs proactive social justice diversity issues employees view maintaining status quo without guilt,3.0,3.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO,Intercontinental Exchange,0.0,-0.9153,0.0,0.7914
1123,Wed Jul 25 2018, Network Analyst,"Atlanta, GA",Current Employee ,,8,,forgetting made company work life balance discrimination management new york completely terrible company purchasing nyse advice forgetting made company work life balance discrimination management new york completely terrible company purchasing nyse advice,don't take loyal employees granted listen employees discrimination don't take loyal employees granted listen employees discrimination,3.0,2.0,2.0,1.0,4.0,1.0,Doesn't Recommend,Positive Outlook,Approves of CEO,Intercontinental Exchange,0.0,-0.7774,0.0,-0.2751
1124,Sat Mar 03 2018,Anonymous,"Atlanta, GA",Current Employee ,,22,aide skills find innocents order induce self destruction harassment mutual backstabbing definitely come right place cafeteria,,,1.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Intercontinental Exchange,0.0,0.0,-0.5267,0.0
1125,Thu Feb 01 2018, QA Analyst/Tester,"Chicago, IL",Former Employee ,,17,,loyalty employees zero work life balance treat people especially minority like tools machines not people know,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Intercontinental Exchange,0.0,0.8393,0.0,0.0
1126,Sat Oct 17 2020, Customer Care Coordinator,"Bellevue, WA",Former Employee ,,0,,different title reume destroyed advice management don't lay new mothers disquise reduction force didn't reduce anything,don't lay new mothers disquise reduction force didn't reduce anything,1.0,1.0,1.0,1.0,1.0,3.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,PulteGroup,0.0,-0.4939,0.0,0.0
1127,Thu Sep 27 2018,Anonymous,,Former Employee ,,1,,politics bullying ganging up” new employees discrimination calling harassment big issue blame issues,,1.0,1.0,1.0,1.0,2.0,1.0,Negative Outlook,,Disapproves of CEO,PulteGroup,0.0,-0.8689,0.0,0.0
1128,Fri Jan 29 2021, Cashier,"Asheville, NC",Current Employee ,,0,,pay management discrimination against young people management advice management pay management discrimination against young people management advice management,,1.0,3.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Ingles Markets,0.0,-0.2023,0.0,0.0
1129,Wed Jan 13 2021, Cashier,,Former Employee ,not worth getting black hole,0,,,,1.0,3.0,1.0,2.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Ingles Markets,-0.1695,0.0,0.0,0.0
1130,Fri Sep 11 2020, Cashier,,Former Employee ,,0,,take deli's trash advice management check minority workers,check minority workers,3.0,5.0,1.0,4.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Ingles Markets,0.0,0.0,0.0,0.0
1131,Wed May 27 2020, Retail Cashier,"Dacula, GA",Former Employee ,,0,,racist undertones customers picky rude bags smell really bad,,3.0,5.0,3.0,3.0,1.0,2.0,Recommends,Negative Outlook,No opinion of CEO,Ingles Markets,0.0,-0.8955,0.0,0.0
1132,Thu May 21 2020, Stock Clerk,"Madisonville, TN",Current Employee ,,0,,little pto sexual harassment paramount advice management buckle sexual harassment lower,buckle sexual harassment lower management,1.0,2.0,1.0,2.0,1.0,1.0,Doesn't Recommend,Negative Outlook,,Ingles Markets,0.0,-0.8375,0.0,-0.6908
1133,Wed Dec 04 2019, Cashier,"Athens, TN",Former Employee ,,0,,bit sexist opportunity upward movement advice management hire younger,,3.0,5.0,3.0,2.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,Ingles Markets,0.0,0.4215,0.0,0.0
1134,Fri Sep 21 2018, Housekeeper,"Black Mountain, NC",Former Employee ,,0,,actually read people's resumes instead making hem crappy jobs sexist homophobic,actually read people's resumes instead making hem crappy jobs sexist homophobic,2.0,4.0,1.0,3.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Ingles Markets,0.0,-0.5574,0.0,-0.5574
1135,Tue Mar 06 2018,Anonymous,"Brevard, NC",Former Employee ,,1,,matter perfect employee years don't listen sexual harassment intentionally overlooked girls told fault,,2.0,2.0,2.0,2.0,2.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Ingles Markets,0.0,0.5927,0.0,0.0
1136,Tue Jun 21 2016, Assistant Bakery Manager,"Asheville, NC",Current Employee ,,0,,favoritism management positions hard transfer outside district advice management need orientation employees organized department specific training competitive wages take,need orientation employees organized department specific training competitive wages take,3.0,3.0,3.0,3.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Ingles Markets,0.0,0.25,0.0,0.1779
1137,Sat Oct 31 2015,Anonymous,,Former Employee ,,0,,increases not substantial enough lower level advice management diversify management,diversify management,3.0,3.0,2.0,2.0,2.0,,,,,Ingles Markets,0.0,0.0762,0.0,0.0
1138,Wed Sep 09 2015, Cheese Associate,"Black Mountain, NC",Former Employee ,cheese associate warehouse black mountain nc,0,,,,2.0,5.0,5.0,4.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Ingles Markets,0.0,0.0,0.0,0.0
1139,Sun Jun 28 2015, Cashier,"Thomaston, GA",Current Employee ,,0,,yearly raises managers show extreme favoritism sexual harassment managers district nothing advice,,2.0,4.0,5.0,4.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Ingles Markets,0.0,-0.4158,0.0,0.0
1140,Wed Jan 15 2014, Stocker,,Current Employee ,,1,,come grill hamburgers hot dogs etc employees also orientation training period new employees would beneficial started,come grill hamburgers hot dogs etc employees also orientation training period new employees would beneficial started,4.0,2.0,3.0,3.0,4.0,2.0,Recommends,Neutral Outlook,Disapproves of CEO,Ingles Markets,0.0,0.4404,0.0,0.4404
1141,Sun Jan 17 2021, Technology Lead (US),"Juno Beach, FL",Current Employee ,organization toxic women minorities,2,,,,1.0,,,,,,Doesn't Recommend,Positive Outlook,Approves of CEO,NextEra Energy,0.0,0.0,0.0,0.0
1142,Tue Jan 12 2021, Senior Associate,,Former Employee ,,2,,bullying harassment also absolute failure unwillingness encourage diversity racial gender diversity advice management reconsider commitment management consistently encourages competition employees degree crosses bullying harassment also absolute failure unwillingness encourage diversity racial gender diversity advice management reconsider commitment respecting colleagues 2,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Positive Outlook,Approves of CEO,NextEra Energy,0.0,-0.6705,0.0,0.0
1143,Sun Jan 26 2020, Director,"West Palm Beach, FL",Former Employee ,complete disregard diversity,7,,,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,NextEra Energy,-0.2732,0.0,0.0,0.0
1144,Tue Aug 20 2019,Anonymous,,Former Employee ,,6,,perks benefits slow constant basis people complain diversity goals leading certain people remaining positions shouldn't consistent,perks benefits slow constant basis people complain diversity goals leading certain people remaining positions shouldn't consistent,3.0,1.0,2.0,3.0,2.0,2.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,NextEra Energy,0.0,0.296,0.0,0.296
1145,Sun Jan 17 2021, Territory Manager,"Las Vegas, NV",Former Employee ,,2,,pestered time stuff weird inclusion culture company preaches diversity inclusion seen advance pacific don’t constantly pestered time stuff weird inclusion culture company preaches diversity inclusion seen,,1.0,1.0,2.0,2.0,1.0,2.0,Doesn't Recommend,Negative Outlook,,Ecolab,0.0,-0.34,0.0,0.0
1146,Fri Apr 10 2020, Software Engineer,,Former Employee ,,19,,opposite end spectrum young person woman minority strong feelings right wrong don’t apply promote recognize others like — true boys' club women minorities like sweatshop workers constantly passed promotions never heard promoted hired leadership position diversity means innovation scientific games without doubt opposite end environment highly toxic sexism racism rampant time woman aside,promote recognize others like — true boys' club women minorities like sweatshop workers constantly passed promotions,1.0,3.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Scientific Games,0.0,0.766,0.0,0.8555
1147,Thu Sep 06 2018, Software Engineer,"Cedar Falls, IA",Former Employee ,,5,,don't praise overtime yes yes literally always head management invited racist sexist comedian company event purpose advice management praise overtime yes yes literally always head management invited racist sexist comedian company event purpose advice management don't promote,,4.0,1.0,2.0,2.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO,Scientific Games,0.0,0.1366,0.0,0.0
1148,Sat Oct 13 2018,Anonymous,,Former Employee ,,7,,creativity innovation something good old boys network top add diversity gender race age senior management team create stability,creativity innovation something good old boys network top add diversity gender race age senior management team create stability,1.0,2.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Scientific Games,0.0,0.875,0.0,0.875
1149,Wed Jan 11 2017,Anonymous,"Chicago, IL",Current Employee ,,2,,get bit help someone different location maternity leave absolutely ridiculous resistance change amidst constant change like unstoppable,,4.0,4.0,5.0,5.0,5.0,1.0,Disapproves of CEO,,,Scientific Games,0.0,0.1045,0.0,0.0
1150,Mon Jul 25 2016, Senior Principal Manager,"Chicago, IL",Current Employee ,,9,,gone every year eeoc look place diversity place farce first hand experience i'm looking,,2.0,3.0,2.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Scientific Games,0.0,0.128,0.0,0.0
1151,Thu Jan 21 2016,Anonymous,"Middletown, PA",Former Employee ,,7,,advice management stop corruption treat employees better get better maternity leave let people work hard company,stop corruption treat employees better get better maternity leave let people work hard company,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Scientific Games,0.0,0.6908,0.0,0.6908
1152,Thu Jan 14 2016, Marketing Representative,,Former Employee ,,9,,paid leave weeks investigate stalking harassment complaints call discuss details avoid contact,,1.0,1.0,1.0,1.0,5.0,1.0,Disapproves of CEO,,,Scientific Games,0.0,-0.8225,0.0,0.0
1153,Fri Sep 05 2014,Anonymous,,Current Employee ,,0,,past failing business models lack strategic orientation leading rapidly reducing profits advice management get rid,,3.0,3.0,1.0,2.0,5.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Scientific Games,0.0,-0.4019,0.0,0.0
1154,Sun Jun 08 2014, Senior Network Engineer,"Alpharetta, GA",Current Employee ,,5,,high turn opportunity education advancement minority guys working still title junior engineers,,2.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Scientific Games,0.0,0.4215,0.0,0.0
1155,Wed Feb 26 2014, Computer Operator,"Alpharetta, GA",Former Employee ,,16,,racist racist racist regard alpharetta ga location race dictates work schedules support fairness personal human treatment disgusting fired filing eeoc complaint address aggressive open policy race discrimination personal racial abuse advice management foreign employees filing eeoc complaint address aggressive open policy race discrimination personal racial abuse advice management foreign employees racist racist racist regard alpharetta ga location race,,1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Scientific Games,0.0,-0.9924,0.0,0.0
1156,Sun Jan 24 2021, Senior Test Engineer,Pune,Current Employee ,,0,always got variable pay 1 month notice period 36 paid leaves 24 privilege 6 casual 6 sick shifts almost weekend support,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Scientific Games,0.0,0.0,0.2551,0.0
1157,Sun Nov 01 2020, University Relations Manager,"Chicago, IL",Former Employee ,,0,,talent acquisition thank sharing feedback us believe diversity thought appreciate new ideas brought table,talent acquisition thank sharing feedback us believe diversity thought appreciate new ideas brought table,3.0,5.0,5.0,4.0,3.0,4.0,Recommends,Positive Outlook,No opinion of CEO,AbbVie,0.0,0.8689,0.0,0.8689
1158,Thu Oct 29 2020,Anonymous,,Current Employee ,,1,,30 2020 – talent acquisition thank sharing feedback us harassment form not tolerated abbvie would like,,2.0,3.0,3.0,3.0,2.0,3.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,AbbVie,0.0,0.7269,0.0,0.0
1159,Thu Sep 10 2020, Scientist,,Current Employee ,superficial racial equality superficial racial equality,3,,diversity top management pressure company create chief equality officer diversity top management pressure company create chief equality officer organize seminars promote racial equality image diversity top management pressure company create chief equality officer organize seminars promote racial equality image driving positive change also measure progress related equality diversity inclusion responsible action report,,2.0,3.0,1.0,2.0,2.0,2.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,AbbVie,0.0,0.9432,0.0,0.0
